t,mode,enabled,p0,p1,p2,p3,p4,p5,f_meas0,f_meas1,f_meas2,f_meas3,f_meas4,f_meas5,wrench0,wrench1,wrench2,wrench3,wrench4,wrench5
9698.2710,2,1,0.107029,-0.657568,-0.074591,2.933009,-1.095006,0.037554,2.7236,6.4940,2.3158,-0.8455,-0.0651,-0.3137,0.0000,0.0000,-3.0000,0.0000,0.0000,0.0000
9698.3211,2,1,0.107022,-0.657566,-0.074601,2.933018,-1.095027,0.037546,2.8543,5.8520,2.5604,-0.6639,-0.1355,-0.1445,0.0000,0.0000,-3.5000,0.0000,0.0000,0.0000
9698.3811,2,1,0.107018,-0.657569,-0.074604,2.933029,-1.095037,0.037554,2.7609,7.1114,3.9592,-0.5416,-0.1439,-0.1870,0.0000,0.0000,-3.5000,0.0000,0.0000,0.0000
9698.4411,2,1,0.107024,-0.657567,-0.074597,2.933022,-1.095010,0.037562,3.0325,6.2023,3.1683,-0.6440,-0.0127,-0.2062,0.0000,0.0000,-3.5000,0.0000,0.0000,0.0000
9698.5011,2,1,0.107026,-0.657570,-0.074593,2.933007,-1.095015,0.037578,2.6431,6.3609,2.9750,-0.6453,-0.3248,-0.2155,0.0000,0.0000,-4.0000,0.0000,0.0000,0.0000
9698.5611,2,1,0.107035,-0.657567,-0.074589,2.933024,-1.094974,0.037583,2.3855,6.0447,3.1097,-0.5627,-0.3543,-0.1984,0.0000,0.0000,-4.0000,0.0000,0.0000,0.0000
9698.6111,2,1,0.107032,-0.657566,-0.074597,2.933023,-1.094992,0.037555,2.4577,6.9561,4.0042,-0.6324,-0.0933,-0.2195,0.0000,0.0000,-4.0000,0.0000,0.0000,0.0000
9698.6710,2,1,0.107023,-0.657563,-0.074599,2.933027,-1.095032,0.037576,2.7375,6.5033,3.5945,-0.5816,-0.1266,-0.2927,0.0000,0.0000,-4.0000,0.0000,0.0000,0.0000
9698.7211,2,1,0.107024,-0.657564,-0.074599,2.933024,-1.094998,0.037549,3.2352,5.3311,3.1956,-0.4154,-0.0414,-0.2463,0.0000,0.0000,-4.5000,0.0000,0.0000,0.0000
9698.7810,2,1,0.107034,-0.657560,-0.074604,2.933044,-1.094989,0.037552,2.8224,6.5839,4.4493,-0.4399,-0.0276,-0.2021,0.0000,0.0000,-4.5000,0.0000,0.0000,0.0000
9698.8311,2,1,0.107033,-0.657559,-0.074605,2.933041,-1.094994,0.037542,2.7522,6.4065,3.8682,-0.4199,-0.1179,-0.2300,0.0000,0.0000,-4.5000,0.0000,0.0000,0.0000
9698.8811,2,1,0.107033,-0.657560,-0.074609,2.933058,-1.094994,0.037533,2.3989,6.1161,3.8450,-0.3966,-0.2271,-0.1528,0.0000,0.0000,-4.5000,0.0000,0.0000,0.0000
9698.9410,2,1,0.107029,-0.657563,-0.074607,2.933037,-1.094983,0.037546,2.5799,6.4782,3.5938,-0.5630,-0.1361,-0.2174,0.0000,0.0000,-5.0000,0.0000,0.0000,0.0000
9698.9911,2,1,0.107029,-0.657566,-0.074601,2.933021,-1.094993,0.037545,2.4859,6.6331,4.0726,-0.5248,-0.1123,-0.1722,0.0000,0.0000,-5.0000,0.0000,0.0000,0.0000
9699.0510,2,1,0.107024,-0.657564,-0.074603,2.933036,-1.095024,0.037561,2.8548,6.5077,4.2053,-0.4046,0.0310,-0.2773,0.0000,0.0000,-5.0000,0.0000,0.0000,0.0000
9699.1010,2,1,0.107027,-0.657560,-0.074607,2.933044,-1.095020,0.037546,2.5833,6.2812,3.9382,-0.4692,-0.1904,-0.2296,0.0000,0.0000,-5.5000,0.0000,0.0000,0.0000
9699.1510,2,1,0.107023,-0.657567,-0.074599,2.933023,-1.095013,0.037555,2.2897,6.6489,4.8772,-0.4172,-0.0643,-0.2309,0.0000,0.0000,-5.5000,0.0000,0.0000,0.0000
9699.2111,2,1,0.107025,-0.657567,-0.074597,2.933011,-1.095023,0.037569,2.8036,5.8148,4.4643,-0.3299,0.0545,-0.2315,0.0000,0.0000,-5.5000,0.0000,0.0000,0.0000
9699.2711,2,1,0.107018,-0.657568,-0.074599,2.933011,-1.095011,0.037559,2.6177,6.6483,4.5785,-0.3978,-0.0657,-0.2604,0.0000,0.0000,-6.0000,0.0000,0.0000,0.0000
9699.3211,2,1,0.107029,-0.657563,-0.074599,2.933038,-1.094998,0.037557,2.6306,7.3025,5.6141,-0.2613,0.0442,-0.2150,0.0000,0.0000,-6.0000,0.0000,0.0000,0.0000
9699.3810,2,1,0.107031,-0.657560,-0.074604,2.933049,-1.094990,0.037534,2.4290,7.1366,5.0827,-0.3937,0.1088,-0.1888,0.0000,0.0000,-6.0000,0.0000,0.0000,0.0000
9699.4311,2,1,0.107026,-0.657563,-0.074601,2.933032,-1.094989,0.037552,2.2502,7.0744,4.5832,-0.4549,0.0328,-0.1886,0.0000,0.0000,-6.5000,0.0000,0.0000,0.0000
9699.4911,2,1,0.107023,-0.657563,-0.074607,2.933032,-1.095019,0.037562,2.1632,7.4044,5.9969,-0.2017,0.0445,-0.2289,0.0000,0.0000,-6.5000,0.0000,0.0000,0.0000
9699.5510,2,1,0.107034,-0.657560,-0.074606,2.933049,-1.094987,0.037558,2.4092,6.9214,5.3919,-0.2187,0.0184,-0.1839,0.0000,0.0000,-6.5000,0.0000,0.0000,0.0000
9699.6010,2,1,0.107028,-0.657557,-0.074611,2.933039,-1.095015,0.037532,2.5262,7.3432,5.6931,-0.2592,-0.0281,-0.2436,0.0000,0.0000,-7.0000,0.0000,0.0000,0.0000
9699.6511,2,1,0.107025,-0.657563,-0.074612,2.933027,-1.095015,0.037526,2.3668,8.3623,5.9890,-0.3869,0.0163,-0.2169,0.0000,0.0000,-7.0000,0.0000,0.0000,0.0000
9699.7011,2,1,0.107029,-0.657561,-0.074610,2.933030,-1.095013,0.037541,2.6526,8.3287,6.1703,-0.3072,-0.0017,-0.2151,0.0000,0.0000,-7.0000,0.0000,0.0000,0.0000
9699.7511,2,1,0.107035,-0.657559,-0.074611,2.933046,-1.094987,0.037542,2.7176,7.4592,6.4225,-0.1451,0.1179,-0.2890,0.0000,0.0000,-7.5000,0.0000,0.0000,0.0000
9699.8110,2,1,0.107022,-0.657562,-0.074605,2.933027,-1.095015,0.037544,2.3082,8.3025,5.9114,-0.3564,0.0346,-0.1718,0.0000,0.0000,-7.5000,0.0000,0.0000,0.0000
9699.8611,2,1,0.107025,-0.657563,-0.074608,2.933031,-1.095017,0.037573,2.2400,7.9837,6.3438,-0.2528,0.0338,-0.1549,0.0000,0.0000,-7.5000,0.0000,0.0000,0.0000
9699.9111,2,1,0.107030,-0.657563,-0.074610,2.933032,-1.095010,0.037557,2.1307,8.0651,6.4971,-0.2515,0.1180,-0.2162,0.0000,0.0000,-8.0000,0.0000,0.0000,0.0000
9699.9611,2,1,0.107031,-0.657563,-0.074610,2.933035,-1.095002,0.037571,2.3938,8.1404,7.1827,-0.1402,0.0661,-0.2730,0.0000,0.0000,-8.0000,0.0000,0.0000,0.0000
9700.0208,2,1,0.107022,-0.657562,-0.074616,2.933040,-1.095011,0.037564,2.5287,7.7766,6.4127,-0.1721,0.1183,-0.2297,0.0000,0.0000,-8.0000,0.0000,0.0000,0.0000
9700.0708,2,1,0.107020,-0.657560,-0.074622,2.933038,-1.095018,0.037533,2.3870,7.7395,6.9331,-0.0698,-0.0058,-0.2255,0.0000,0.0000,-8.5000,0.0000,0.0000,0.0000
9700.1209,2,1,0.107026,-0.657559,-0.074621,2.933034,-1.094998,0.037543,2.5926,8.1102,6.9800,-0.1591,0.1155,-0.2144,0.0000,0.0000,-8.5000,0.0000,0.0000,0.0000
9700.1711,2,1,0.107026,-0.657558,-0.074624,2.933037,-1.095007,0.037541,2.4246,8.8573,7.5254,-0.1330,0.1030,-0.1838,0.0000,0.0000,-8.5000,0.0000,0.0000,0.0000
9700.2211,2,1,0.107038,-0.657559,-0.074623,2.933054,-1.094998,0.037564,2.0490,8.2693,7.1548,-0.1936,0.1389,-0.2155,0.0000,0.0000,-8.5000,0.0000,0.0000,0.0000
9700.2811,2,1,0.107034,-0.657559,-0.074629,2.933047,-1.095007,0.037559,2.2394,8.5502,7.8251,-0.0637,0.1273,-0.1530,0.0000,0.0000,-9.0000,0.0000,0.0000,0.0000
9700.3410,2,1,0.107034,-0.657569,-0.074614,2.933018,-1.094996,0.037586,2.5672,8.8285,7.5345,-0.1934,0.0979,-0.2746,0.0000,0.0000,-9.0000,0.0000,0.0000,0.0000
9700.3911,2,1,0.107026,-0.657566,-0.074613,2.933015,-1.095000,0.037590,2.3935,8.7302,8.3828,0.0077,0.1466,-0.2119,0.0000,0.0000,-9.5000,0.0000,0.0000,0.0000
9700.4511,2,1,0.107021,-0.657565,-0.074627,2.933020,-1.095020,0.037558,2.3006,9.1472,8.3691,0.0037,0.1817,-0.2574,0.0000,0.0000,-9.5000,0.0000,0.0000,0.0000
9700.5110,2,1,0.107022,-0.657566,-0.074627,2.933020,-1.095009,0.037564,2.5898,9.1446,7.9790,-0.1835,0.2451,-0.2920,0.0000,0.0000,-9.5000,0.0000,0.0000,0.0000
9700.5611,2,1,0.107024,-0.657565,-0.074624,2.933025,-1.095006,0.037574,2.4126,9.0968,8.2540,-0.0267,0.2938,-0.1704,0.0000,0.0000,-10.0000,0.0000,0.0000,0.0000
9700.6210,2,1,0.107021,-0.657567,-0.074621,2.933019,-1.095020,0.037601,1.8729,9.7558,9.0157,0.0073,0.1915,-0.2277,0.0000,0.0000,-10.0000,0.0000,0.0000,0.0000
9700.6711,2,1,0.107023,-0.657561,-0.074634,2.933039,-1.095014,0.037566,2.1830,8.5723,8.2755,0.1174,0.1824,-0.1806,0.0000,0.0000,-10.0000,0.0000,0.0000,0.0000
9700.7212,2,1,0.107016,-0.657564,-0.074633,2.933021,-1.095021,0.037573,2.1618,8.8338,8.3310,0.0036,0.0107,-0.1945,0.0000,0.0000,-10.5000,0.0000,0.0000,0.0000
9700.7811,2,1,0.107021,-0.657562,-0.074640,2.933032,-1.095025,0.037555,2.1754,9.7754,9.3296,0.0808,0.2544,-0.2424,0.0000,0.0000,-10.5000,0.0000,0.0000,0.0000
9700.8408,2,1,0.107029,-0.657564,-0.074637,2.933022,-1.094974,0.037541,2.1435,9.9726,9.2554,0.0533,0.2961,-0.2736,0.0000,0.0000,-10.5000,0.0000,0.0000,0.0000
9700.8908,2,1,0.107018,-0.657563,-0.074646,2.933022,-1.095038,0.037526,2.0562,9.9335,9.5935,0.0750,0.2586,-0.2425,0.0000,0.0000,-10.5000,0.0000,0.0000,0.0000
9700.9411,2,1,0.107031,-0.657562,-0.074641,2.933045,-1.094991,0.037555,2.1032,10.2079,10.0602,0.2107,0.2621,-0.2102,0.0000,0.0000,-10.5000,0.0000,0.0000,0.0000
9700.9911,2,1,0.107032,-0.657561,-0.074644,2.933051,-1.094992,0.037559,2.3127,9.6609,9.0559,0.0605,0.2898,-0.2584,0.0000,0.0000,-10.5000,0.0000,0.0000,0.0000
9701.0511,2,1,0.107027,-0.657559,-0.074644,2.933043,-1.095015,0.037548,1.8065,9.8548,10.3408,0.2444,0.2081,-0.1637,0.0000,0.0000,-10.5000,0.0000,0.0000,0.0000
9701.1111,2,1,0.107028,-0.657566,-0.074638,2.933022,-1.095007,0.037571,2.0162,10.0432,9.6023,0.1220,0.2313,-0.1664,0.0000,0.0000,-10.5000,0.0000,0.0000,0.0000
9701.1611,2,1,0.107019,-0.657560,-0.074642,2.933039,-1.095021,0.037551,1.4661,10.1780,10.4305,0.2901,0.0694,-0.1603,0.0000,0.0000,-10.0000,0.0000,0.0000,0.0000
9701.2210,2,1,0.107022,-0.657561,-0.074642,2.933032,-1.095011,0.037547,2.2516,10.6330,9.2827,-0.0869,0.2231,-0.2599,0.0000,0.0000,-10.0000,0.0000,0.0000,0.0000
9701.2711,2,1,0.107019,-0.657556,-0.074654,2.933044,-1.095015,0.037527,1.6964,10.5643,9.6541,-0.0879,0.1532,-0.2287,0.0000,0.0000,-10.0000,0.0000,0.0000,0.0000
9701.3310,2,1,0.107023,-0.657562,-0.074645,2.933039,-1.095003,0.037549,2.0699,10.6061,9.0823,-0.0889,0.2002,-0.1997,0.0000,0.0000,-10.0000,0.0000,0.0000,0.0000
9701.3811,2,1,0.107027,-0.657556,-0.074648,2.933051,-1.094999,0.037547,2.0692,10.2953,9.8169,0.0729,0.2130,-0.1969,0.0000,0.0000,-10.0000,0.0000,0.0000,0.0000
9701.4410,2,1,0.107037,-0.657559,-0.074647,2.933053,-1.094958,0.037549,1.9500,10.4525,9.8075,0.0539,0.2931,-0.2286,0.0000,0.0000,-10.0000,0.0000,0.0000,0.0000
9701.4911,2,1,0.107031,-0.657556,-0.074648,2.933062,-1.094981,0.037553,2.0665,10.8685,10.1476,0.0658,0.2650,-0.2877,0.0000,0.0000,-10.0000,0.0000,0.0000,0.0000
9701.5411,2,1,0.107033,-0.657561,-0.074637,2.933030,-1.094976,0.037555,2.0696,10.1643,9.5197,0.0364,0.1952,-0.1524,0.0000,0.0000,-10.0000,0.0000,0.0000,0.0000
9701.6010,2,1,0.107031,-0.657564,-0.074635,2.933023,-1.095009,0.037561,1.9488,10.6103,9.8697,-0.0093,0.2931,-0.2448,0.0000,0.0000,-10.0000,0.0000,0.0000,0.0000
9701.6510,2,1,0.107025,-0.657566,-0.074636,2.933022,-1.095015,0.037565,1.8131,10.8365,10.1691,0.1089,0.1861,-0.2107,0.0000,0.0000,-10.0000,0.0000,0.0000,0.0000
9701.7111,2,1,0.107030,-0.657560,-0.074652,2.933050,-1.095001,0.037563,1.8100,10.8794,9.8070,0.0228,0.1733,-0.1822,0.0000,0.0000,-10.0000,0.0000,0.0000,0.0000
9701.7611,2,1,0.107027,-0.657559,-0.074654,2.933051,-1.095016,0.037547,1.7236,10.4026,10.0230,0.1748,0.2766,-0.1364,0.0000,0.0000,-9.5000,0.0000,0.0000,0.0000
9701.8210,2,1,0.107027,-0.657563,-0.074644,2.933033,-1.095021,0.037551,2.1067,10.7469,9.5492,0.0551,0.1174,-0.2702,0.0000,0.0000,-8.5000,0.0000,0.0000,0.0000
9701.8811,2,1,0.107027,-0.657564,-0.074641,2.933027,-1.095018,0.037567,2.0760,10.1242,8.7587,-0.0673,0.1375,-0.1832,0.0000,0.0000,-7.5000,0.0000,0.0000,0.0000
9701.9411,2,1,0.107024,-0.657555,-0.074653,2.933055,-1.094996,0.037538,2.4553,9.5918,8.3244,-0.1000,0.1417,-0.3759,0.0000,0.0000,-6.5000,0.0000,0.0000,0.0000
9702.0010,2,1,0.107033,-0.657553,-0.074646,2.933054,-1.094998,0.037554,2.1105,10.4453,8.8524,-0.1095,0.0890,-0.2404,0.0000,0.0000,-6.0000,0.0000,0.0000,0.0000
9702.0510,2,1,0.107024,-0.657560,-0.074639,2.933035,-1.095004,0.037549,2.0746,9.2254,8.1636,-0.0565,0.1769,-0.2410,0.0000,0.0000,-5.0000,0.0000,0.0000,0.0000
9702.1010,2,1,0.107024,-0.657564,-0.074632,2.933033,-1.095003,0.037567,2.1230,9.0801,7.9816,-0.0582,0.2231,-0.2266,0.0000,0.0000,-4.0000,0.0000,0.0000,0.0000
9702.1511,2,1,0.107023,-0.657559,-0.074651,2.933039,-1.095024,0.037536,2.5578,8.2845,6.5397,-0.1804,0.1477,-0.2722,0.0000,0.0000,-3.0000,0.0000,0.0000,0.0000
9702.2111,2,1,0.107029,-0.657561,-0.074641,2.933045,-1.095009,0.037557,2.0585,9.3574,6.7304,-0.4242,0.0000,-0.2138,0.0000,0.0000,-3.0000,0.0000,0.0000,0.0000
9702.2711,2,1,0.107025,-0.657559,-0.074641,2.933047,-1.095020,0.037555,2.2606,7.5044,5.5537,-0.2357,-0.0365,-0.2104,0.0000,0.0000,-3.0000,0.0000,0.0000,0.0000
9702.3311,2,1,0.107019,-0.657563,-0.074641,2.933031,-1.095014,0.037540,2.2760,7.4059,5.1677,-0.3419,-0.1876,-0.2099,0.0000,0.0000,-3.0000,0.0000,0.0000,0.0000
9702.3910,2,1,0.107031,-0.657567,-0.074633,2.933032,-1.094996,0.037564,2.6059,7.5423,6.0580,-0.2812,0.0377,-0.3175,0.0000,0.0000,-3.0000,0.0000,0.0000,0.0000
9702.4411,2,1,0.107026,-0.657562,-0.074640,2.933038,-1.095007,0.037541,2.3832,7.2513,4.2359,-0.5833,-0.0912,-0.2018,0.0000,0.0000,-3.0000,0.0000,0.0000,0.0000
9702.4911,2,1,0.107021,-0.657554,-0.074645,2.933056,-1.095014,0.037519,2.3529,7.6834,5.3485,-0.3654,-0.0470,-0.2281,0.0000,0.0000,-2.5000,0.0000,0.0000,0.0000
9702.5411,2,1,0.107025,-0.657558,-0.074641,2.933052,-1.095012,0.037546,2.4399,7.1678,5.3272,-0.3414,-0.0327,-0.1681,0.0000,0.0000,-2.5000,0.0000,0.0000,0.0000
9702.6010,2,1,0.107031,-0.657556,-0.074642,2.933060,-1.095008,0.037528,2.7380,6.6438,4.4546,-0.3743,0.0468,-0.2151,0.0000,0.0000,-2.5000,0.0000,0.0000,0.0000
9702.6609,2,1,0.107026,-0.657556,-0.074643,2.933062,-1.095011,0.037543,2.6987,6.2952,3.8746,-0.4775,-0.1218,-0.2759,0.0000,0.0000,-2.5000,0.0000,0.0000,0.0000
9702.7208,2,1,0.107028,-0.657560,-0.074646,2.933056,-1.094990,0.037529,2.7814,6.6757,4.7540,-0.4265,0.0358,-0.2160,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9702.7808,2,1,0.107034,-0.657560,-0.074638,2.933049,-1.094988,0.037557,2.8941,5.8509,3.6100,-0.5484,-0.0301,-0.2639,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9702.8309,2,1,0.107031,-0.657560,-0.074638,2.933042,-1.094997,0.037541,2.6739,6.6529,3.6404,-0.6546,-0.0911,-0.2050,0.0000,0.0000,-1.5000,0.0000,0.0000,0.0000
9702.8811,2,1,0.107031,-0.657559,-0.074641,2.933048,-1.094982,0.037524,2.4000,6.4111,3.4788,-0.5674,-0.2154,-0.1543,0.0000,0.0000,-1.5000,0.0000,0.0000,0.0000
9702.9311,2,1,0.107040,-0.657558,-0.074642,2.933053,-1.094983,0.037539,2.8989,6.2712,3.3055,-0.6492,-0.0790,-0.2500,0.0000,0.0000,-1.5000,0.0000,0.0000,0.0000
9702.9910,2,1,0.107039,-0.657560,-0.074638,2.933051,-1.094992,0.037551,2.5359,5.4413,2.7626,-0.5440,-0.2171,-0.1707,0.0000,0.0000,-1.5000,0.0000,0.0000,0.0000
9703.0411,2,1,0.107032,-0.657554,-0.074645,2.933064,-1.094999,0.037526,2.8309,5.8270,2.7198,-0.6660,-0.1755,-0.1887,0.0000,0.0000,-1.5000,0.0000,0.0000,0.0000
9703.1010,2,1,0.107031,-0.657557,-0.074641,2.933058,-1.094983,0.037523,2.9113,5.7254,3.0059,-0.5876,-0.2536,-0.2306,0.0000,0.0000,-1.5000,0.0000,0.0000,0.0000
9703.1510,2,1,0.107030,-0.657562,-0.074637,2.933046,-1.094987,0.037541,3.0347,4.9958,1.7451,-0.6687,-0.0480,-0.2958,0.0000,0.0000,-1.5000,0.0000,0.0000,0.0000
9703.2111,2,1,0.107015,-0.657556,-0.074643,2.933042,-1.095031,0.037525,2.8238,5.3545,3.3154,-0.4343,-0.2746,-0.2573,0.0000,0.0000,-1.5000,0.0000,0.0000,0.0000
9703.2611,2,1,0.107030,-0.657558,-0.074648,2.933060,-1.094989,0.037536,3.0495,5.3454,2.4237,-0.6735,-0.1106,-0.2498,0.0000,0.0000,-1.0000,0.0000,0.0000,0.0000
9703.3210,2,1,0.107032,-0.657558,-0.074647,2.933059,-1.095005,0.037523,2.8514,5.8440,1.9454,-0.8069,-0.2397,-0.2350,0.0000,0.0000,-1.0000,0.0000,0.0000,0.0000
9703.3710,2,1,0.107033,-0.657558,-0.074638,2.933048,-1.095015,0.037530,3.1687,4.6245,1.7437,-0.6415,-0.1285,-0.1891,0.0000,0.0000,-0.5000,0.0000,0.0000,0.0000
9703.4211,2,1,0.107024,-0.657558,-0.074640,2.933041,-1.095020,0.037533,3.1212,4.1457,1.1573,-0.6328,-0.3001,-0.2307,0.0000,0.0000,-0.5000,0.0000,0.0000,0.0000
9703.4810,2,1,0.107031,-0.657557,-0.074636,2.933041,-1.094994,0.037542,2.7838,4.5420,1.3465,-0.7211,-0.1438,-0.1754,0.0000,0.0000,-0.5000,0.0000,0.0000,0.0000
9703.5311,2,1,0.107022,-0.657558,-0.074638,2.933044,-1.095010,0.037530,3.0950,5.3667,2.1811,-0.7570,-0.1964,-0.2199,0.0000,0.0000,-0.5000,0.0000,0.0000,0.0000
9703.5911,2,1,0.107024,-0.657559,-0.074636,2.933034,-1.095014,0.037533,2.8943,4.4104,0.4732,-0.8479,-0.3423,-0.2339,0.0000,0.0000,-0.5000,0.0000,0.0000,0.0000
9703.6411,2,1,0.107028,-0.657561,-0.074634,2.933035,-1.095034,0.037544,3.0021,4.4900,1.5275,-0.7504,-0.1154,-0.2512,0.0000,0.0000,-0.5000,0.0000,0.0000,0.0000
9703.7011,2,1,0.107026,-0.657561,-0.074631,2.933041,-1.095017,0.037540,2.9423,3.9936,0.5736,-0.8496,-0.1804,-0.2519,0.0000,0.0000,-0.5000,0.0000,0.0000,0.0000
9703.7511,2,1,0.107025,-0.657566,-0.074626,2.933025,-1.094994,0.037561,2.6305,5.2983,2.6732,-0.6758,-0.2403,-0.2176,0.0000,0.0000,-0.5000,0.0000,0.0000,0.0000
9703.8111,2,1,0.107030,-0.657561,-0.074633,2.933041,-1.094996,0.037548,2.5456,4.1124,0.2528,-0.7949,-0.3610,-0.1279,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9703.8611,2,1,0.107020,-0.657559,-0.074648,2.933056,-1.095028,0.037523,2.8428,5.0259,1.2437,-0.8485,-0.2894,-0.2349,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9703.9210,2,1,0.107028,-0.657562,-0.074636,2.933050,-1.095007,0.037523,2.6836,4.6047,0.5153,-0.8773,-0.2111,-0.1472,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9703.9810,2,1,0.107022,-0.657561,-0.074640,2.933041,-1.095033,0.037530,2.8910,4.8914,1.1617,-0.8328,-0.2041,-0.2212,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9704.0411,2,1,0.107019,-0.657560,-0.074636,2.933038,-1.095043,0.037550,2.7963,4.3252,0.6961,-0.8681,-0.2366,-0.1914,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9704.1010,2,1,0.107016,-0.657561,-0.074638,2.933039,-1.095027,0.037524,2.9100,4.6722,0.6022,-0.9898,-0.2186,-0.1790,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9704.1510,2,1,0.107015,-0.657559,-0.074644,2.933050,-1.095040,0.037519,3.3022,3.9463,0.4627,-0.7820,-0.2098,-0.2351,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9704.2111,2,1,0.107020,-0.657564,-0.074635,2.933042,-1.095035,0.037553,2.7625,4.3738,0.8184,-0.8866,-0.2461,-0.2364,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9704.2611,2,1,0.107023,-0.657558,-0.074639,2.933053,-1.095020,0.037539,3.0982,3.4311,0.3200,-0.7471,-0.2145,-0.2942,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9704.3208,2,1,0.107027,-0.657560,-0.074640,2.933054,-1.095016,0.037544,2.5506,4.8174,1.1224,-0.8303,-0.2470,-0.1756,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9704.3711,2,1,0.107026,-0.657560,-0.074635,2.933047,-1.095009,0.037539,3.1278,4.4222,-0.0616,-0.9182,-0.3714,-0.2646,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9704.4211,2,1,0.107029,-0.657558,-0.074638,2.933049,-1.094989,0.037523,2.5992,4.5351,0.5585,-0.8839,-0.1935,-0.1775,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9704.4810,2,1,0.107020,-0.657561,-0.074635,2.933039,-1.095011,0.037527,3.5286,4.7688,0.9945,-0.8311,-0.1303,-0.1926,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9704.5310,2,1,0.107027,-0.657557,-0.074641,2.933053,-1.095010,0.037537,3.0577,4.2843,0.1956,-0.9349,-0.2650,-0.2968,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9704.5811,2,1,0.107022,-0.657560,-0.074636,2.933047,-1.095010,0.037535,3.1620,4.0958,-0.0530,-0.9915,-0.3742,-0.2211,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9704.6410,2,1,0.107023,-0.657559,-0.074642,2.933049,-1.095015,0.037532,3.3466,4.2577,0.0941,-0.8666,-0.2690,-0.2356,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9704.6911,2,1,0.107023,-0.657565,-0.074636,2.933041,-1.095013,0.037534,3.0357,4.1394,0.1137,-0.9193,-0.3148,-0.2357,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9704.7511,2,1,0.107013,-0.657558,-0.074643,2.933046,-1.095034,0.037514,3.0598,4.2897,0.1830,-0.8973,-0.3126,-0.2055,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9704.8110,2,1,0.107023,-0.657560,-0.074637,2.933052,-1.095010,0.037538,2.9844,4.3052,0.1174,-0.8658,-0.3734,-0.1888,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9704.8610,2,1,0.107027,-0.657550,-0.074651,2.933075,-1.095022,0.037506,3.0208,3.4993,-0.2754,-0.8536,-0.2584,-0.2505,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9704.9111,2,1,0.107031,-0.657554,-0.074650,2.933078,-1.094998,0.037519,3.2451,4.0112,0.2789,-0.8520,-0.2548,-0.2356,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9704.9711,2,1,0.107020,-0.657560,-0.074640,2.933053,-1.095031,0.037546,2.8673,4.6127,0.6997,-0.9371,-0.2879,-0.2067,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9705.0311,2,1,0.107022,-0.657560,-0.074640,2.933041,-1.095038,0.037525,3.1008,4.1717,0.1409,-0.9777,-0.2953,-0.2820,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9705.0910,2,1,0.107018,-0.657558,-0.074647,2.933050,-1.095051,0.037529,3.0037,4.0022,-0.0385,-0.9012,-0.4940,-0.2621,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9705.1410,2,1,0.107016,-0.657558,-0.074645,2.933064,-1.095040,0.037511,2.8004,4.6838,0.4330,-0.9130,-0.4293,-0.2634,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9705.1911,2,1,0.107026,-0.657564,-0.074632,2.933047,-1.095006,0.037549,3.3383,3.7384,-0.0754,-0.9060,-0.2430,-0.2368,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9705.2510,2,1,0.107022,-0.657561,-0.074633,2.933041,-1.094996,0.037535,3.1655,3.7819,-0.1677,-0.8774,-0.2678,-0.2209,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9705.3011,2,1,0.107017,-0.657566,-0.074639,2.933045,-1.095013,0.037526,3.2229,3.6841,0.2110,-0.8117,-0.2276,-0.3101,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9705.3608,2,1,0.107020,-0.657560,-0.074641,2.933049,-1.095031,0.037528,2.9965,3.2179,-0.0057,-0.7630,-0.2870,-0.1735,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
