t,mode,enabled,p0,p1,p2,p3,p4,p5,f_meas0,f_meas1,f_meas2,f_meas3,f_meas4,f_meas5,wrench0,wrench1,wrench2,wrench3,wrench4,wrench5
9683.9611,2,1,0.107019,-0.657559,-0.074606,2.933039,-1.095028,0.037546,2.5416,5.6758,2.1806,-0.7063,-0.3269,-0.2615,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9684.0209,2,1,0.107030,-0.657562,-0.074603,2.933037,-1.095007,0.037548,2.7794,5.2125,1.6244,-0.7184,-0.3399,-0.3063,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9684.0808,2,1,0.107022,-0.657568,-0.074597,2.933012,-1.095026,0.037564,3.0535,5.1646,1.5025,-0.7067,-0.2391,-0.2332,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9684.1408,2,1,0.107024,-0.657562,-0.074608,2.933041,-1.095011,0.037560,2.7593,5.4204,2.0795,-0.7268,-0.1731,-0.1600,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9684.1911,2,1,0.107023,-0.657556,-0.074613,2.933049,-1.095012,0.037533,2.9925,4.9695,2.1052,-0.5997,-0.1362,-0.2031,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9684.2511,2,1,0.107022,-0.657564,-0.074603,2.933033,-1.095006,0.037557,2.9224,5.5524,2.2994,-0.6699,-0.1286,-0.2196,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9684.3111,2,1,0.107022,-0.657560,-0.074604,2.933041,-1.095011,0.037545,2.7741,5.6002,2.1363,-0.7680,-0.1953,-0.2201,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9684.3710,2,1,0.107025,-0.657561,-0.074605,2.933041,-1.095013,0.037545,2.9192,5.4312,2.3164,-0.6219,-0.1479,-0.1734,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9684.4311,2,1,0.107032,-0.657558,-0.074605,2.933053,-1.094994,0.037556,2.9007,4.8295,1.1521,-0.7454,-0.3156,-0.1278,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9684.4911,2,1,0.107017,-0.657564,-0.074596,2.933034,-1.095015,0.037562,2.8118,5.5528,1.9859,-0.8354,-0.0733,-0.2087,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9684.5411,2,1,0.107023,-0.657565,-0.074594,2.933017,-1.095007,0.037552,2.6869,5.3849,2.0075,-0.6870,-0.1721,-0.2639,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9684.6011,2,1,0.107026,-0.657565,-0.074595,2.933023,-1.095005,0.037567,2.9618,5.0035,1.9090,-0.6564,-0.1598,-0.2486,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9684.6610,2,1,0.107023,-0.657559,-0.074605,2.933042,-1.095023,0.037552,2.9137,5.1543,1.9688,-0.6406,-0.1691,-0.2332,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9684.7211,2,1,0.107032,-0.657558,-0.074599,2.933037,-1.095010,0.037546,2.8103,5.5281,2.2026,-0.7168,-0.1437,-0.2052,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9684.7811,2,1,0.107033,-0.657567,-0.074596,2.933021,-1.094996,0.037559,2.8683,5.2707,2.3288,-0.6095,-0.2062,-0.2469,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9684.8411,2,1,0.107034,-0.657559,-0.074605,2.933050,-1.094995,0.037541,2.9094,4.7729,1.8114,-0.6516,-0.1096,-0.1896,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9684.8911,2,1,0.107022,-0.657560,-0.074596,2.933043,-1.095017,0.037537,2.9504,5.5387,2.0898,-0.7506,-0.1071,-0.2364,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9684.9511,2,1,0.107030,-0.657557,-0.074606,2.933058,-1.095002,0.037532,3.0817,6.3005,2.8851,-0.6822,-0.0348,-0.3112,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9685.0111,2,1,0.107023,-0.657562,-0.074598,2.933035,-1.095005,0.037555,3.1226,4.9343,1.4860,-0.7735,-0.1200,-0.1918,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9685.0611,2,1,0.107009,-0.657564,-0.074600,2.933028,-1.095045,0.037559,2.4473,6.0098,2.7456,-0.6657,-0.3371,-0.1110,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9685.1211,2,1,0.107019,-0.657567,-0.074599,2.933013,-1.095042,0.037565,2.9675,5.3868,1.7181,-0.7910,-0.2398,-0.3245,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9685.1810,2,1,0.107024,-0.657570,-0.074597,2.933015,-1.095018,0.037563,2.7660,5.6438,2.4703,-0.6987,-0.1536,-0.2196,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9685.2311,2,1,0.107025,-0.657566,-0.074597,2.933024,-1.095005,0.037558,2.9950,4.9213,1.8967,-0.5846,-0.1821,-0.2618,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9685.2910,2,1,0.107018,-0.657565,-0.074604,2.933035,-1.095024,0.037548,2.6930,5.8137,2.2866,-0.7595,-0.1610,-0.2206,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9685.3410,2,1,0.107025,-0.657564,-0.074605,2.933025,-1.095015,0.037543,2.7896,5.3384,2.3363,-0.6259,-0.2017,-0.2024,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9685.4010,2,1,0.107026,-0.657569,-0.074596,2.933022,-1.095001,0.037561,2.8086,5.2691,1.3021,-0.8248,-0.1938,-0.1764,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9685.4511,2,1,0.107021,-0.657562,-0.074607,2.933035,-1.095009,0.037530,3.0984,6.0605,2.5335,-0.7613,-0.1030,-0.2965,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9685.5110,2,1,0.107020,-0.657561,-0.074604,2.933039,-1.095013,0.037538,2.6457,5.5326,1.4698,-0.8395,-0.1925,-0.2216,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9685.5611,2,1,0.107015,-0.657559,-0.074609,2.933035,-1.095027,0.037537,2.9127,5.3376,1.7434,-0.7931,-0.1674,-0.2212,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9685.6211,2,1,0.107026,-0.657562,-0.074606,2.933036,-1.094991,0.037539,2.7415,5.3845,1.7409,-0.8259,-0.1657,-0.2068,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9685.6810,2,1,0.107034,-0.657565,-0.074600,2.933025,-1.094992,0.037552,3.1049,5.6018,1.7003,-0.8662,-0.1439,-0.2827,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9685.7311,2,1,0.107032,-0.657569,-0.074591,2.933016,-1.094988,0.037565,2.8697,5.5559,1.9681,-0.7165,-0.1699,-0.3094,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9685.7811,2,1,0.107028,-0.657561,-0.074598,2.933034,-1.094994,0.037553,2.9669,5.5473,2.1278,-0.6726,-0.1419,-0.2792,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9685.8311,2,1,0.107020,-0.657564,-0.074602,2.933024,-1.095002,0.037535,2.8623,5.4785,2.1702,-0.6772,-0.1581,-0.2341,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9685.8811,2,1,0.107034,-0.657559,-0.074601,2.933036,-1.095002,0.037537,2.8068,5.9536,2.3704,-0.6657,-0.1722,-0.2486,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9685.9311,2,1,0.107028,-0.657561,-0.074604,2.933042,-1.095006,0.037550,2.8859,4.9337,1.3847,-0.7594,-0.1282,-0.1913,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9685.9910,2,1,0.107034,-0.657562,-0.074604,2.933040,-1.095001,0.037557,2.9062,4.8958,2.0191,-0.6011,-0.2148,-0.2316,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9686.0411,2,1,0.107024,-0.657561,-0.074610,2.933039,-1.095022,0.037542,2.4798,6.2570,2.1885,-0.8464,-0.2305,-0.2210,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9686.1011,2,1,0.107026,-0.657566,-0.074597,2.933024,-1.095000,0.037562,2.7053,4.8576,1.1720,-0.8076,-0.2042,-0.2507,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9686.1611,2,1,0.107023,-0.657561,-0.074604,2.933040,-1.094998,0.037540,2.9778,5.6555,2.1912,-0.7191,-0.1034,-0.2359,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9686.2211,2,1,0.107023,-0.657561,-0.074603,2.933040,-1.095001,0.037527,2.7362,5.6868,2.2920,-0.7360,-0.2002,-0.2045,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9686.2711,2,1,0.107032,-0.657557,-0.074612,2.933050,-1.095009,0.037527,2.3585,5.4313,1.9616,-0.7888,-0.1797,-0.1461,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9686.3211,2,1,0.107020,-0.657563,-0.074604,2.933031,-1.095025,0.037536,2.5532,4.6311,1.8203,-0.6210,-0.2113,-0.1573,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9686.3811,2,1,0.107031,-0.657562,-0.074600,2.933035,-1.095001,0.037544,3.1642,5.3415,1.7596,-0.6768,-0.1608,-0.2938,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9686.4411,2,1,0.107018,-0.657560,-0.074606,2.933033,-1.095032,0.037547,2.7874,5.6393,2.2790,-0.7543,-0.1729,-0.2951,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9686.5010,2,1,0.107031,-0.657563,-0.074598,2.933032,-1.095002,0.037551,2.9727,5.3989,1.6725,-0.8034,-0.1774,-0.2361,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9686.5510,2,1,0.107018,-0.657565,-0.074597,2.933019,-1.095024,0.037553,2.2553,5.7647,1.7002,-0.7961,-0.2604,-0.1447,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9686.6010,2,1,0.107024,-0.657569,-0.074586,2.933019,-1.095004,0.037571,2.9053,5.8061,2.0515,-0.7551,-0.2921,-0.1733,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9686.6512,2,1,0.107021,-0.657569,-0.074589,2.933009,-1.095026,0.037570,2.8806,5.8250,2.7165,-0.6929,-0.1287,-0.1900,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9686.7108,2,1,0.107015,-0.657564,-0.074602,2.933027,-1.095029,0.037538,2.7245,5.7110,1.9318,-0.7439,-0.3015,-0.2925,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9686.7708,2,1,0.107031,-0.657558,-0.074606,2.933047,-1.095001,0.037540,3.1196,5.4986,2.0609,-0.7107,-0.1222,-0.2503,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9686.8211,2,1,0.107028,-0.657565,-0.074594,2.933028,-1.094997,0.037555,2.7775,5.9909,2.2596,-0.8147,-0.2280,-0.2952,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9686.8711,2,1,0.107031,-0.657561,-0.074596,2.933035,-1.094990,0.037555,2.7212,4.8575,1.7339,-0.6031,-0.2409,-0.2611,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9686.9311,2,1,0.107027,-0.657561,-0.074601,2.933039,-1.095010,0.037548,2.7692,4.7552,1.5577,-0.7108,-0.1653,-0.2197,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9686.9911,2,1,0.107021,-0.657562,-0.074602,2.933031,-1.095038,0.037553,2.5508,5.5202,2.5271,-0.6553,-0.2161,-0.1579,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9687.0411,2,1,0.107025,-0.657557,-0.074612,2.933052,-1.095015,0.037529,2.9415,5.4052,2.1311,-0.6135,-0.1303,-0.2782,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9687.0911,2,1,0.107027,-0.657560,-0.074608,2.933040,-1.095014,0.037517,2.3434,6.5235,2.7631,-0.7524,-0.2003,-0.1600,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9687.1511,2,1,0.107028,-0.657561,-0.074603,2.933049,-1.094987,0.037544,2.9485,5.0835,1.2440,-0.7402,-0.2521,-0.2485,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9687.2111,2,1,0.107029,-0.657565,-0.074595,2.933029,-1.094986,0.037574,2.7614,4.9466,1.8399,-0.6902,-0.1190,-0.2351,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9687.2710,2,1,0.107031,-0.657565,-0.074598,2.933032,-1.094982,0.037564,2.9669,5.2909,2.0175,-0.7188,-0.1044,-0.2209,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9687.3310,2,1,0.107023,-0.657564,-0.074606,2.933034,-1.095023,0.037561,2.6497,5.4808,1.7263,-0.7642,-0.2785,-0.2186,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9687.3810,2,1,0.107027,-0.657557,-0.074611,2.933054,-1.095012,0.037538,2.7653,5.7776,3.0275,-0.6572,-0.1177,-0.2643,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9687.4311,2,1,0.107033,-0.657566,-0.074599,2.933029,-1.094995,0.037566,2.7855,5.6967,2.1057,-0.8170,-0.1432,-0.2071,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9687.4911,2,1,0.107020,-0.657558,-0.074607,2.933048,-1.095018,0.037542,2.3515,5.4450,2.0884,-0.7047,-0.2145,-0.1738,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9687.5510,2,1,0.107015,-0.657562,-0.074605,2.933022,-1.095048,0.037539,3.1452,5.1827,2.5299,-0.5723,-0.0988,-0.2332,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9687.6010,2,1,0.107016,-0.657558,-0.074608,2.933035,-1.095045,0.037529,2.9732,5.5347,1.8198,-0.7596,-0.0774,-0.2820,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9687.6610,2,1,0.107026,-0.657557,-0.074611,2.933055,-1.095009,0.037528,2.6593,5.5434,2.1507,-0.7060,-0.2546,-0.2628,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9687.7110,2,1,0.107023,-0.657563,-0.074608,2.933038,-1.095008,0.037540,2.7078,5.5592,2.5019,-0.6589,-0.0719,-0.2652,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9687.7611,2,1,0.107023,-0.657562,-0.074609,2.933042,-1.095022,0.037541,2.8288,5.4626,1.8472,-0.7901,-0.1208,-0.1173,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9687.8210,2,1,0.107025,-0.657556,-0.074611,2.933058,-1.095005,0.037529,2.8049,5.0601,1.9768,-0.5912,-0.3124,-0.2446,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9687.8711,2,1,0.107028,-0.657559,-0.074603,2.933047,-1.094992,0.037533,2.9063,5.3476,1.7288,-0.7509,-0.1702,-0.2801,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9687.9311,2,1,0.107028,-0.657560,-0.074601,2.933035,-1.094990,0.037538,2.6258,5.6396,2.2590,-0.6448,-0.1985,-0.1580,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9687.9911,2,1,0.107029,-0.657560,-0.074603,2.933036,-1.095004,0.037539,3.1510,5.8775,1.8044,-0.7900,-0.3204,-0.2183,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9688.0510,2,1,0.107037,-0.657560,-0.074603,2.933047,-1.094998,0.037556,2.6256,5.6199,2.1076,-0.6788,-0.2289,-0.2179,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9688.1110,2,1,0.107037,-0.657563,-0.074597,2.933038,-1.094988,0.037566,2.5453,5.8468,2.2667,-0.7267,-0.0874,-0.2513,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9688.1611,2,1,0.107030,-0.657566,-0.074594,2.933016,-1.094991,0.037563,2.8371,4.7664,2.1667,-0.5919,-0.1763,-0.1723,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9688.2210,2,1,0.107025,-0.657559,-0.074596,2.933036,-1.095012,0.037553,2.8854,5.5000,1.7472,-0.8057,-0.1529,-0.2515,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9688.2710,2,1,0.107028,-0.657559,-0.074606,2.933049,-1.094997,0.037535,2.7837,4.8263,1.7805,-0.6952,-0.1536,-0.1747,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9688.3211,2,1,0.107034,-0.657560,-0.074599,2.933037,-1.094976,0.037542,2.5519,5.9458,2.4696,-0.6995,-0.1826,-0.2041,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9688.3810,2,1,0.107025,-0.657567,-0.074588,2.933016,-1.095000,0.037567,2.7113,4.9875,1.3501,-0.7538,-0.1768,-0.1754,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9688.4310,2,1,0.107018,-0.657563,-0.074599,2.933028,-1.095029,0.037555,3.0171,5.2642,1.9394,-0.6893,-0.1368,-0.2198,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9688.4811,2,1,0.107015,-0.657562,-0.074598,2.933035,-1.095038,0.037543,2.8929,5.3471,1.6078,-0.8830,-0.1055,-0.2090,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9688.5410,2,1,0.107015,-0.657560,-0.074599,2.933016,-1.095042,0.037542,2.6863,6.4470,2.6458,-0.7734,-0.1071,-0.2218,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9688.5910,2,1,0.107024,-0.657555,-0.074609,2.933050,-1.095022,0.037532,2.8511,5.4336,1.8972,-0.7359,-0.1337,-0.1908,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9688.6510,2,1,0.107035,-0.657557,-0.074604,2.933056,-1.094987,0.037544,2.6187,5.6171,2.0312,-0.6556,-0.4761,-0.2129,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9688.7011,2,1,0.107033,-0.657559,-0.074607,2.933046,-1.094995,0.037547,2.4110,5.3805,2.0053,-0.7802,-0.1580,-0.2061,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9688.7511,2,1,0.107024,-0.657555,-0.074614,2.933061,-1.094999,0.037515,2.9865,5.7610,2.1385,-0.8215,-0.2282,-0.1906,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9688.8111,2,1,0.107023,-0.657561,-0.074606,2.933033,-1.095032,0.037540,2.9162,4.7271,1.5170,-0.7412,-0.1753,-0.2200,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9688.8711,2,1,0.107016,-0.657561,-0.074609,2.933032,-1.095031,0.037529,2.7528,5.7073,2.2254,-0.6137,-0.2493,-0.1863,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9688.9311,2,1,0.107022,-0.657564,-0.074598,2.933024,-1.095021,0.037565,3.0034,5.6065,1.6940,-0.7850,-0.1607,-0.3407,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9688.9910,2,1,0.107029,-0.657568,-0.074592,2.933018,-1.095015,0.037582,2.9287,5.9520,2.3527,-0.8042,-0.0332,-0.3285,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9689.0510,2,1,0.107034,-0.657560,-0.074601,2.933045,-1.094992,0.037557,2.4589,5.4705,2.1830,-0.6393,-0.3992,-0.1542,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9689.1011,2,1,0.107034,-0.657567,-0.074596,2.933032,-1.094995,0.037589,2.6061,5.1754,2.2038,-0.6361,-0.1551,-0.1885,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9689.1610,2,1,0.107026,-0.657564,-0.074601,2.933026,-1.095023,0.037572,2.6601,5.1104,1.5197,-0.7433,-0.2869,-0.2479,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9689.2210,2,1,0.107028,-0.657557,-0.074606,2.933045,-1.095008,0.037541,2.8081,5.8629,2.2972,-0.8059,0.0132,-0.2396,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9689.2711,2,1,0.107023,-0.657561,-0.074603,2.933033,-1.095002,0.037563,2.8186,5.4632,1.4955,-0.8318,-0.2203,-0.2658,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9689.3212,2,1,0.107024,-0.657565,-0.074598,2.933023,-1.095006,0.037554,2.6257,5.7843,2.2076,-0.7342,-0.2719,-0.1733,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9689.3808,2,1,0.107036,-0.657562,-0.074598,2.933032,-1.094978,0.037546,2.6912,5.3989,1.5514,-0.8045,-0.1170,-0.2372,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9689.4308,2,1,0.107025,-0.657566,-0.074603,2.933034,-1.095002,0.037549,2.8960,5.5700,1.7471,-0.7385,-0.2351,-0.2039,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9689.4907,2,1,0.107021,-0.657563,-0.074599,2.933029,-1.095014,0.037544,2.8423,4.8809,1.6614,-0.6839,-0.2360,-0.1879,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9689.5409,2,1,0.107020,-0.657563,-0.074600,2.933016,-1.095026,0.037538,2.8894,5.9182,2.0008,-0.7807,-0.1718,-0.2059,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9689.5910,2,1,0.107021,-0.657565,-0.074593,2.933024,-1.095001,0.037558,2.5500,5.1453,1.9045,-0.7146,-0.1093,-0.0862,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9689.6511,2,1,0.107025,-0.657566,-0.074594,2.933021,-1.095000,0.037559,3.1008,5.0487,1.7389,-0.7490,-0.1413,-0.2208,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9689.7110,2,1,0.107017,-0.657563,-0.074603,2.933034,-1.095029,0.037531,2.5692,5.3998,2.0619,-0.7220,-0.1501,-0.2500,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9689.7610,2,1,0.107020,-0.657564,-0.074600,2.933029,-1.095030,0.037555,3.0746,5.6124,1.9567,-0.7601,-0.1892,-0.2949,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9689.8211,2,1,0.107032,-0.657562,-0.074600,2.933036,-1.095004,0.037550,2.5373,5.9001,2.3349,-0.7296,-0.2438,-0.1587,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9689.8810,2,1,0.107028,-0.657564,-0.074594,2.933033,-1.094996,0.037562,2.6089,6.0418,2.3201,-0.7786,-0.1682,-0.2209,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9689.9311,2,1,0.107028,-0.657565,-0.074595,2.933031,-1.094995,0.037568,2.6424,5.5347,1.9030,-0.7545,-0.3355,-0.1575,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9689.9811,2,1,0.107029,-0.657564,-0.074601,2.933031,-1.095005,0.037560,2.6971,5.3594,1.6289,-0.8447,-0.1169,-0.2679,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9690.0311,2,1,0.107032,-0.657564,-0.074606,2.933040,-1.094992,0.037558,2.6037,5.7544,2.6586,-0.6845,-0.1172,-0.2798,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9690.0911,2,1,0.107030,-0.657560,-0.074606,2.933044,-1.095005,0.037546,2.7358,5.3872,1.9327,-0.7223,-0.2566,-0.2032,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9690.1411,2,1,0.107031,-0.657562,-0.074597,2.933038,-1.094979,0.037553,2.6736,5.7930,2.1421,-0.7920,-0.1915,-0.2057,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9690.2011,2,1,0.107028,-0.657563,-0.074595,2.933039,-1.094981,0.037566,2.5612,5.3150,1.8747,-0.6975,-0.1452,-0.2048,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9690.2611,2,1,0.107029,-0.657563,-0.074598,2.933039,-1.095009,0.037558,2.9685,4.3660,1.7525,-0.5853,-0.1776,-0.2470,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9690.3111,2,1,0.107017,-0.657562,-0.074598,2.933030,-1.095035,0.037557,2.7149,6.2727,2.7512,-0.7445,-0.1319,-0.1910,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9690.3611,2,1,0.107030,-0.657561,-0.074605,2.933043,-1.094997,0.037548,2.6390,5.2400,1.8191,-0.7318,-0.2635,-0.2481,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9690.4210,2,1,0.107034,-0.657558,-0.074593,2.933054,-1.094989,0.037558,3.0162,5.2902,1.6776,-0.7799,-0.1045,-0.2221,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9690.4710,2,1,0.107027,-0.657558,-0.074600,2.933037,-1.095015,0.037546,2.7036,5.7399,2.0732,-0.6956,-0.1407,-0.2198,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9690.5311,2,1,0.107021,-0.657563,-0.074598,2.933021,-1.095030,0.037556,2.8906,5.1343,2.0133,-0.6826,-0.2832,-0.2468,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9690.5811,2,1,0.107021,-0.657567,-0.074592,2.933011,-1.095017,0.037557,2.6611,5.2631,2.3447,-0.6024,-0.1488,-0.2030,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9690.6410,2,1,0.107020,-0.657567,-0.074595,2.933011,-1.095005,0.037537,2.8673,4.8596,1.6095,-0.6866,-0.2201,-0.2331,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9690.6911,2,1,0.107021,-0.657560,-0.074603,2.933026,-1.095020,0.037530,2.9390,5.4677,2.4715,-0.7207,-0.1471,-0.1903,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9690.7510,2,1,0.107027,-0.657568,-0.074598,2.933020,-1.095004,0.037568,3.0431,5.8265,2.0632,-0.8038,-0.1665,-0.2662,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9690.8011,2,1,0.107030,-0.657563,-0.074597,2.933021,-1.095004,0.037554,2.9870,5.4824,1.8005,-0.8385,-0.0885,-0.2234,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9690.8611,2,1,0.107025,-0.657569,-0.074592,2.933011,-1.095026,0.037564,3.1590,5.8266,2.1384,-0.8184,-0.1115,-0.3422,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9690.9210,2,1,0.107018,-0.657559,-0.074605,2.933034,-1.095036,0.037529,3.0175,5.2484,1.6389,-0.7379,-0.1405,-0.2804,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9690.9711,2,1,0.107011,-0.657562,-0.074607,2.933033,-1.095032,0.037532,2.5718,5.2516,1.7971,-0.7532,-0.1982,-0.2048,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9691.0310,2,1,0.107022,-0.657564,-0.074604,2.933029,-1.095021,0.037531,3.0242,5.4717,2.0343,-0.6971,-0.1794,-0.3088,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9691.0810,2,1,0.107013,-0.657564,-0.074600,2.933018,-1.095047,0.037552,2.7258,5.2941,2.1830,-0.7006,-0.2072,-0.2486,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
